UT,TIME,ALTITUDE,APOAPSIS,PERIAPSIS,INCLINATION,S VELOCITY,O VELOCITY,THRUST,MASS,IDEAL PITCH,PITCH,GRAVITY,STAGE,S1 FUEL,S1 OX,S2 FUEL,S2 OX
3006621.08176019,79.5400000740774,17482.1161544649,21690.6762981416,0,0.211970852968832,319.888613100132,439.696320122059,87.0549011230469,4.1193790435791,62.1032459372686,63.9671219117511,9.26221784375367,4,1.6%,1.6%,81.3%,81.3%
3006621.14176019,79.5800000741147,17498.6453808835,21711.0834515833,0,0.211576510243803,320.112160437499,439.963357795503,87.0645446777344,4.11780548095703,62.0857498479644,63.9486368154033,9.26188724863535,4,1.6%,1.6%,81.3%,81.3%
3006621.18176019,79.6400000741705,17509.6686892795,21724.7047349673,0,0.21131598241691,320.261745585141,440.141923219584,87.0709609985352,4.11675691604614,62.0682367693277,63.930115790326,9.2615565793896,4,1.6%,1.6%,81.2%,81.2%
3006621.22176019,79.6800000742078,17520.6950706757,21738.3393476461,0,0.210929226410981,320.486963873211,440.410592922056,87.08056640625,4.11518335342407,62.0419349863566,63.902325258005,9.26106043579001,4,1.6%,1.6%,81.2%,81.2%
3006621.28176019,79.7400000742637,17537.2404305859,21758.8165792583,0,0.210673950669399,320.637676384804,440.590258559338,87.0869445800781,4.11413478851318,62.0243786838108,63.8837880186719,9.26072957973743,4,1.6%,1.6%,81.2%,81.2%
3006621.32176019,79.7800000743009,17548.2745466393,21772.4850728639,0,0.210420621858956,320.788844943359,440.770369576636,87.0933151245117,4.11308574676514,61.9980113877304,63.8559210975932,9.26023315430579,4,1.6%,1.6%,81.1%,81.1%
3006621.38176019,79.8200000743382,17564.831565238,21793.01363608,0,0.210044084481736,321.016464585347,441.041382470067,87.1028518676758,4.11151266098022,61.9804110393258,63.8373386475468,9.25990210927308,4,1.6%,1.6%,81.1%,81.1%
3006621.42176019,79.880000074394,17575.8734919386,21806.7167522203,0,0.209795285951099,321.168793335665,441.222625073086,87.1091842651367,4.11046361923218,61.9627927471453,63.8187492109798,9.25957098802734,4,1.6%,1.6%,81%,81%
3006621.46176019,79.9200000744313,17586.9185646219,21820.4339220759,0,0.209425211965186,321.39817156541,441.495352329924,87.1186676025391,4.10889053344727,61.9363313607762,63.7908088128966,9.25907416247096,4,1.6%,1.6%,81%,81%
3006621.52176019,79.9800000744872,17603.492100044,21841.0363248771,0,0.209180524004561,321.551686687437,441.677752389064,87.1249771118164,4.10784149169922,61.9186675823009,63.7721716462305,9.2587428491082,4,1.6%,1.6%,81%,81%
3006621.56176019,80.0200000745244,17614.5450932266,21854.7892234472,0,0.208937387229202,321.705683214664,441.860621020929,87.1312713623047,4.10679292678833,61.8921371420202,63.7441863279599,9.25824573365193,4,1.6%,1.6%,80.9%,80.9%
3006621.62176019,80.0600000745617,17631.1305695777,21875.4458240579,0,0.208575504065962,321.937590323627,442.135812900305,87.1407012939453,4.10521936416626,61.8744267976398,63.7255136203502,9.25791422586079,4,1.6%,1.6%,80.9%,80.9%
3006621.66176019,80.1200000746176,17642.1915640022,21889.2351997267,0,0.208336028941531,322.092808938324,442.31987299057,87.1469573974609,4.10417079925537,61.8566976003514,63.7068265559669,9.25758263963787,4,1.6%,1.6%,80.9%,80.8%
3006621.70176019,80.1600000746548,17653.2557821339,21903.0394516747,0,0.207979458650019,322.32656916732,442.596870305178,87.1563262939453,4.1025972366333,61.8300679309551,63.6787822373325,9.25708511239811,4,1.6%,1.6%,80.8%,80.8%
3006621.76176019,80.2200000747107,17669.8581829901,21923.7739100996,0,0.207743424999488,322.483037572628,442.782147209929,87.1625671386719,4.10154867172241,61.8122906870147,63.6600525277611,9.25675332840612,4,1.6%,1.6%,80.8%,80.8%
3006621.80176019,80.260000074748,17680.9305191687,21937.6158215952,0,0.207508701982953,322.640013414183,442.967918315717,87.1687850952148,4.10049962997437,61.7855881657364,63.631948573869,9.25625550267831,4,1.6%,1.6%,80.7%,80.7%
3006621.86176019,80.3000000747852,17697.5451613856,21958.4074952321,0,0.207158978045705,322.876439339106,443.247510821823,87.1781005859375,4.09892654418945,61.7677617918445,63.6131856120041,9.25592351845281,4,1.6%,1.6%,80.7%,80.7%
3006621.90176019,80.3600000748411,17708.6257018093,21972.288012561,0,0.206927373063924,323.034705424765,443.434537323873,87.1842803955078,4.09787750244141,61.7499154124215,63.5944156477646,9.25559145342874,4,1.6%,1.6%,80.7%,80.6%
3006621.94176019,80.4000000748783,17719.7095485935,21986.1842076106,0,0.206582204055719,323.273088704974,443.716034080007,87.1935501098633,4.09630441665649,61.7231079498922,63.5662164088954,9.25509320349649,4,1.6%,1.6%,80.6%,80.6%
3006622.00176019,80.4600000749342,17736.3415495959,22007.058284897,0,0.20635354497376,323.432674975909,443.904344896674,87.19970703125,4.09525537490845,61.705210776561,63.5474086335369,9.25476093467216,4,1.6%,1.6%,80.6%,80.6%
3006622.04176019,80.5000000749715,17747.4337252178,22020.9943619547,0,0.2061260274773,323.592796895837,444.093176346174,87.2058563232422,4.0942063331604,61.6783262399149,63.5191571139512,9.25426237708144,4,1.6%,1.6%,80.5%,80.5%
3006622.10176019,80.5400000750087,17764.0782879574,22041.9289539049,0,0.205786837328288,323.833997110581,444.377412394598,87.2150497436523,4.09263324737549,61.6603770592651,63.5002846092392,9.25392990182646,4,1.6%,1.6%,80.5%,80.5%
3006622.14176019,80.6000000750646,17775.1788843273,22055.9058755322,0,0.205562061850868,323.995483409583,444.567570614965,87.2211685180664,4.09158420562744,61.6424067314586,63.4814193051002,9.25359734324761,4,1.6%,1.6%,80.5%,80.4%
3006622.18176019,80.6400000751019,17786.2828752865,22069.8993879466,0,0.205226893130413,324.238751551848,444.853816497625,87.2303237915039,4.09001111984253,61.6154111573356,63.4530750265815,9.25309834818564,4,1.6%,1.6%,80.4%,80.4%
3006622.24176019,80.7000000751577,17802.9452600981,22090.9211862088,0,0.205004749753093,324.401632753421,445.045329674462,87.2364044189453,4.08896207809448,61.5973870463029,63.4341452604246,9.2527655793684,4,1.6%,1.6%,80.4%,80.4%
3006622.28176019,80.740000075195,17814.0578047923,22104.9569595201,0,0.20478361594931,324.565081774923,445.237394519186,87.2424774169922,4.08791351318359,61.5703097717509,63.4057438701547,9.25226626685322,4,1.6%,1.6%,80.3%,80.3%
3006622.34176019,80.7800000752322,17830.7330933331,22126.0429310628,0,0.204453798946723,324.81133404154,445.526540121145,87.2515716552734,4.08633995056152,61.552230517205,63.3867856593235,9.25193328498398,4,1.6%,1.6%,80.3%,80.3%
3006622.38176019,80.8400000752881,17841.8542899444,22140.122022607,0,0.204235169170199,324.976227775203,445.720008146259,87.2576141357422,4.08529138565063,61.5341288280767,63.3677915106323,9.25160021708855,4,1.6%,1.6%,80.3%,80.2%
3006622.42176019,80.8800000753254,17852.9789754408,22154.2187095224,0,0.203909057184711,325.22467047678,446.011280678831,87.2666549682617,4.08371782302856,61.5069338031999,63.3392922815057,9.2511004529208,4,1.6%,1.6%,80.2%,80.2%
3006622.48176019,80.9400000753812,17869.6725811238,22175.3971985591,0,0.203692827180572,325.391043656357,446.206184804672,87.2726745605469,4.08266925811768,61.488775030424,63.320277061158,9.25076716789872,4,1.6%,1.6%,80.2%,80.2%
3006622.52176019,80.9800000754185,17880.8060606872,22189.5387212628,0,0.203477565612644,325.558018854647,446.401674048181,87.278678894043,4.08162021636963,61.4614932582582,63.2917207041462,9.25026707579777,4,1.6%,1.6%,80.1%,80.1%
3006622.58176019,81.0200000754558,17897.5129357836,22210.7853328497,0,0.203156413404407,325.809623536895,446.696015018027,87.2876586914063,4.08004713058472,61.4432760006218,63.2726577512089,9.24993357063899,4,1.6%,1.6%,80.1%,80.1%
3006622.62176019,81.0800000755116,17908.6553145858,22224.9729104316,0,0.202943454116939,325.978130416667,446.892989062271,87.2936248779297,4.07899808883667,61.4250348294451,63.2535877802959,9.24959997655971,4,1.6%,1.6%,80.1%,80.1%
3006622.66176019,81.1200000755489,17919.801283179,22239.1791437105,0,0.202625703092939,326.232060804725,447.189585905113,87.3025665283203,4.07742500305176,61.3976279228851,63.2249358277829,9.24909941761923,4,1.6%,1.6%,80%,80%
3006622.72176019,81.1800000756048,17936.527005195,22260.5241098661,0,0.202414985550875,326.402137174628,447.388082661956,87.3085098266602,4.07637596130371,61.3793261444578,63.2058036714423,9.24876559903539,4,1.6%,1.6%,80%,80%
3006622.76176019,81.220000075642,17947.6820252318,22274.7781060154,0,0.202205161477474,326.57285395551,447.587199625205,87.3144378662109,4.07532739639282,61.3518269785342,63.1770633833714,9.24826470093021,4,1.6%,1.6%,79.9%,79.9%
3006622.82176019,81.2600000756793,17964.4214083981,22296.1955119631,0,0.201892085447092,326.830143212563,447.887053976415,87.3233108520508,4.07375383377075,61.3334629131903,63.1578829040057,9.24793065461104,4,1.6%,1.6%,79.9%,79.9%
3006622.86176019,81.3200000757352,17975.5855924962,22310.4983195044,0,0.201684466651927,327.002484260423,448.087746432301,87.329216003418,4.07270526885986,61.3150735892086,63.1386789752688,9.24759651627238,4,1.6%,1.6%,79.9%,79.9%
3006622.90176019,81.3600000757724,17986.7534741543,22324.8208631658,0,0.201374649119352,327.262222178469,448.389973746895,87.3380432128906,4.07113170623779,61.2874420745716,63.1098379584837,9.24709513507038,4,1.6%,1.6%,79.8%,79.8%
3006622.96176019,81.4200000758283,18003.5122695286,22346.3415191798,0,0.20116916899925,327.436195247217,448.592248890373,87.3439102172852,4.0700831413269,61.2689894753403,63.0905743719395,9.24676076436796,4,1.6%,1.6%,79.8%,79.8%
3006623.00176019,81.4600000758655,18014.6894748921,22360.7132306769,0,0.200964514046647,327.610820050904,448.795156532176,87.3497772216797,4.06903409957886,61.2412631014302,63.0616495215441,9.246259032145,4,1.6%,1.6%,79.7%,79.7%
3006623.06176019,81.5000000759028,18031.4623408894,22382.3076983532,0,0.200659079308825,327.873975833418,449.100700537065,87.3585510253906,4.06746101379395,61.2227472449745,63.0423523598213,9.24592442578358,4,1.6%,1.6%,79.7%,79.7%
3006623.10176019,81.5600000759587,18042.6489831544,22396.7285914072,0,0.200456476003216,328.050224055729,449.30518420644,87.3643798828125,4.0664119720459,61.2042060967622,63.0230189446542,9.24558972424453,4,1.6%,1.6%,79.7%,79.7%
3006623.14176019,81.6000000759959,18053.8394317843,22411.1692019925,0,0.200153994186649,328.315811024453,449.613088917981,87.3731079101563,4.06483888626099,61.1763469071506,62.9940035715583,9.2450874923323,4,1.6%,1.6%,79.6%,79.6%
3006623.20176019,81.6600000760518,18070.6322807685,22432.8669502069,0,0.199953324942719,328.493676242014,449.819142373876,87.37890625,4.06378984451294,61.1577424925911,62.9746368629212,9.24475255056727,4,1.6%,1.6%,79.6%,79.6%
3006623.24176019,81.7000000760891,18081.8323235915,22447.3567212798,0,0.1997534032282,328.672187292088,450.025823670908,87.3846969604492,4.06274080276489,61.1297884367284,62.9455305783798,9.24424995588654,4,1.6%,1.6%,79.5%,79.5%
3006623.30176019,81.7400000761263,18098.6396476568,22469.128281935,0,0.19945493622612,328.941162588259,450.337020413683,87.3933639526367,4.06116771697998,61.1111207803693,62.9261090421579,9.24391477066052,4,1.6%,1.6%,79.5%,79.5%
3006623.34176019,81.8000000761822,18109.849396162,22483.6672663426,0,0.199256905710358,329.121283672641,450.545266461137,87.3991241455078,4.06011867523193,61.0924278004167,62.9066705277573,9.24357948714979,4,1.6%,1.6%,79.5%,79.5%
3006623.38176019,81.8400000762194,18121.0630579946,22498.2259379373,0,0.198961222108155,329.392669957468,450.858806743206,87.4077529907227,4.05854558944702,61.0643408554547,62.877434530073,9.24307637647862,4,1.6%,1.6%,79.4%,79.4%
3006623.44176019,81.9000000762753,18137.8909270759,22520.1008904596,0,0.198765030584376,329.574397768334,451.068616021969,87.4134826660156,4.05749654769897,61.0455845694091,62.8579456894194,9.24274084501375,4,1.6%,1.6%,79.4%,79.4%
3006623.48176019,81.9400000763126,18149.1144496162,22534.7088139984,0,0.198569581893133,329.756765157738,451.279046876212,87.4192047119141,4.05644798278809,61.0174026627487,62.8286454379501,9.24223736002161,4,1.6%,1.6%,79.3%,79.3%
3006623.54176019,81.9800000763498,18165.9571922754,22556.6576295909,0,0.19827773568986,330.03151681704,451.595862273907,87.4277725219727,4.05487442016602,60.9985830476688,62.8090770193133,9.2419015774229,4,1.6%,1.6%,79.3%,79.3%
3006623.58176019,82.0400000764057,18177.1906854386,22571.3147984687,0,0.198084070962701,330.215483722803,451.807850879324,87.4334564208984,4.05382585525513,60.9797381162545,62.7894851891724,9.24156569348395,4,1.6%,1.6%,79.3%,79.3%
3006623.62176019,82.080000076443,18188.4281973751,22585.9916631025,0,0.197794883271478,330.492628272234,452.126996217949,87.4419784545898,4.05225229263306,60.9514232369818,62.7600670771055,9.24106167646313,4,1.6%,1.6%,79.2%,79.2%
3006623.68176019,82.1400000764988,18205.2920387284,22608.0439449426,0,0.19760297136457,330.678187976931,452.340535365462,87.4476470947266,4.05120372772217,60.9325149279309,62.7404101291721,9.24072553697501,4,1.6%,1.6%,79.2%,79.2%
3006623.72176019,82.1800000765361,18216.5396739471,22622.7700683994,0,0.19741176889561,330.864383772668,452.554695470503,87.4533004760742,4.05015468597412,60.9041049764194,62.7108962583132,9.24022113427679,4,1.6%,1.6%,79.2%,79.2%
3006623.78176019,82.2200000765733,18233.4187814902,22644.8963115541,0,0.197126218182287,331.144870438826,452.877097693531,87.4617691040039,4.04858160018921,60.8851333137161,62.6912130470092,9.23988473610649,4,1.6%,1.6%,79.1%,79.1%
3006623.82176019,82.2800000766292,18244.6766482156,22659.6717807925,0,0.196936687911708,331.332654811194,453.092806394751,87.4673843383789,4.04753255844116,60.8661362818382,62.6714794329909,9.23954823359296,4,1.6%,1.6%,79.1%,79.1%
3006623.86176019,82.3200000766665,18255.9386377402,22674.4669909742,0,0.196653658638229,331.615519979074,453.417528515746,87.4758071899414,4.04595947265625,60.8375931276081,62.6418524869382,9.2390432830937,4,1.6%,1.6%,79%,79%
3006623.92176019,82.3800000767224,18272.8393897868,22696.6967795662,0,0.19646579036663,331.804885655218,453.634779748582,87.4814071655273,4.0449104309082,60.8185327119863,62.6220852112559,9.23870651755381,4,1.6%,1.6%,79%,79%
3006623.96176019,82.4200000767596,18284.1117612472,22711.5413222457,0,0.196278541075539,331.994884732162,453.852649253231,87.4869918823242,4.04386186599731,60.7898944203047,62.5923458061204,9.23820117020721,4,1.6%,1.6%,79%,79%
3006624.02176019,82.4600000767969,18301.0281663191,22733.8451707286,0,0.195998870110869,332.281066717695,454.180608627421,87.4953536987305,4.04228830337524,60.7707704947775,62.5725014976908,9.23786413856667,4,1.6%,1.6%,78.9%,78.9%
3006624.06176019,82.5200000768527,18312.3110265016,22748.7391117394,0,0.195813195713543,332.472643786633,454.400019046859,87.5009155273438,4.04123973846436,60.7516211420493,62.5526238262181,9.23752699962694,4,1.6%,1.6%,78.9%,78.9%
3006624.10176019,82.56000007689,18323.5981119294,22763.6528353938,0,0.195535841484262,332.761191748299,454.730289962902,87.5092315673828,4.03966617584229,60.7228494220656,62.5227709582667,9.23702108896447,4,1.6%,1.6%,78.8%,78.8%
3006624.16176019,82.6200000769459,18340.536699507,22786.0605063252,0,0.195351699582169,332.954343235617,454.951238736156,87.514762878418,4.0386176109314,60.7036364918676,62.5028088524832,9.23668367964373,4,1.6%,1.6%,78.8%,78.8%
3006624.20176019,82.6600000769831,18351.8344221818,22801.0236809886,0,0.195168169438391,333.148123911049,455.172802957015,87.5202865600586,4.03756856918335,60.674769413998,62.472864677427,9.23617736113133,4,1.6%,1.6%,78.8%,78.8%
3006624.26176019,82.7000000770204,18368.7890447158,22823.5055426178,0,0.194894014469544,333.439971781422,455.506300206586,87.5285491943359,4.03599548339844,60.6554928737772,62.4528570063498,9.23583967839678,4,1.6%,1.6%,78.7%,78.7%
3006624.30176019,82.7600000770763,18380.0975099294,22838.5182252431,0,0.194711979212796,333.635321661859,455.729399113313,87.5340423583984,4.03494644165039,60.6361908532589,62.4328059905304,9.23550188545308,4,1.6%,1.6%,78.7%,78.7%
3006624.34176019,82.8000000771135,18391.410301562,22853.5506933109,0,0.194440034193691,333.929520237513,456.065196860751,87.5422668457031,4.03337335586548,60.6071901395609,62.4027127078583,9.23499498834259,4,1.6%,1.6%,78.6%,78.6%
3006624.40176019,82.8600000771694,18408.387637341,22876.136538999,0,0.194259468589818,334.126434620059,456.289826950621,87.547721862793,4.03232431411743,60.5878244498584,62.3826157640382,9.23465691777775,4,1.6%,1.6%,78.6%,78.6%
3006624.44176019,82.9000000772066,18419.7113178726,22891.2185387847,0,0.194079465967169,334.323974942057,456.515071016094,87.5531845092773,4.03127527236938,60.5587281478487,62.352438559903,9.23414960199274,4,1.6%,1.6%,78.6%,78.6%
3006624.50176019,82.9400000772439,18436.7050651268,22913.8787537272,0,0.193810560536745,334.621455108106,456.854081753039,87.5613479614258,4.02970218658447,60.5392987452079,62.3322815881596,9.23381125081996,4,1.6%,1.6%,78.5%,78.5%
3006624.54176019,83.0000000772998,18448.0397384797,22929.01039862,0,0.193631984063588,334.820555152102,457.080852600055,87.566780090332,4.02865314483643,60.5198437732028,62.3121005348948,9.23347278657236,4,1.6%,1.6%,78.5%,78.5%
3006624.58176019,83.040000077337,18459.378837932,22944.1618885667,0,0.193365165342835,335.120374631758,457.422155744613,87.5748977661133,4.02708005905151,60.4906134550649,62.2817834607343,9.23296487715176,4,1.6%,1.6%,78.4%,78.4%
3006624.64176019,83.1000000773929,18476.3958221953,22966.9263632159,0,0.1931879743884,335.321031926102,457.650453786744,87.5802993774414,4.02603101730347,60.4710946758653,62.261532739739,9.23262612814861,4,1.6%,1.6%,78.4%,78.4%
3006624.68176019,83.1400000774302,18487.7460590455,22982.127568126,0,0.193011329002116,335.522312480591,457.879362653529,87.585693359375,4.02498245239258,60.4417685094567,62.2311046904193,9.23211778938679,4,1.6%,1.6%,78.4%,78.4%
3006624.74176019,83.1800000774674,18504.7798263902,23004.9666025048,0,0.192747384252876,335.82539787539,458.223869446435,87.5937576293945,4.02340888977051,60.4221857967795,62.2107983753353,9.2317787526903,4,1.6%,1.6%,78.3%,78.3%
3006624.78176019,83.2400000775233,18516.1413032184,23020.2175252206,0,0.192572103162202,336.028231859084,458.454303200994,87.5991287231445,4.02236032485962,60.4025774675735,62.190446491874,9.23143960009573,4,1.6%,1.6%,78.3%,78.3%
3006624.82176019,83.2800000775605,18527.507304645,23035.488383644,0,0.19231018435304,336.333645398279,458.801094646545,87.6071472167969,4.02078676223755,60.373116951981,62.1598688962136,9.23093065287581,4,1.6%,1.6%,78.3%,78.3%
3006624.88176019,83.3400000776164,18544.5648259914,23058.4319862403,0,0.192136236148447,336.538029751032,459.033050696927,87.6124801635742,4.01973819732666,60.3534445891196,62.1394614049355,9.23059120850064,4,1.6%,1.6%,78.2%,78.2%
3006624.92176019,83.3800000776537,18555.942210125,23073.7526606827,0,0.191962796327886,336.743034444199,459.265616461308,87.6178131103516,4.01868915557861,60.3238879455296,62.1087705819593,9.23008182143218,4,1.6%,1.6%,78.2%,78.2%
3006624.98176019,83.4200000776909,18573.0168816466,23096.7711249497,0,0.191703683893048,337.051702209153,459.61560500316,87.6257858276367,4.0171160697937,60.304151410779,62.088288595215,9.2297420823744,4,1.6%,1.6%,78.1%,78.1%
3006625.02176019,83.4800000777468,18584.4057498629,23112.1417318424,0,0.191531589019836,337.258254659301,459.849691754467,87.6310806274414,4.01606702804565,60.2843892019169,62.0677821301091,9.22940222463595,4,1.6%,1.6%,78.1%,78.1%
3006625.06176019,83.5200000777841,18595.7992399583,23127.5323098177,0,0.191274416540127,337.569241763994,460.201961293592,87.6390151977539,4.01449394226074,60.2546977474833,62.0369728269957,9.22889221449771,4,1.6%,1.6%,78.1%,78.1%
3006625.12176019,83.5800000778399,18612.8981763438,23150.6556779129,0,0.191103609457739,337.777338562902,460.437566557813,87.644287109375,4.0134449005127,60.2348712712549,62.0164088997876,9.22855205804823,4,1.6%,1.6%,78%,78%
3006625.16176019,83.6200000778772,18624.303291538,23166.0962816773,0,0.190933330581003,337.986052498551,460.673779016198,87.6495513916016,4.01239633560181,60.2050833119434,61.9854889525947,9.22804159769477,4,1.6%,1.6%,78%,78%
3006625.22176019,83.6600000779144,18641.4197408248,23189.2947127629,0,0.190678851828961,338.300280989671,461.029238045339,87.6574325561523,4.01082277297974,60.1851925121619,61.9648453174871,9.22770113967558,4,1.6%,1.6%,77.9%,77.9%
3006625.26176019,83.7200000779703,18652.8365812879,23204.7854045889,0,0.19050981796307,338.51053654457,461.26696801703,87.6626663208008,4.00977420806885,60.1652759083857,61.9441842053039,9.22736056023125,4,1.6%,1.6%,77.9%,77.9%
3006625.30176019,83.7600000780076,18664.2581397585,23220.296143661,0,0.190257218666378,338.827075554048,461.624701358745,87.6705093383789,4.00820064544678,60.1353526365075,61.9131050092269,9.22684946240233,4,1.6%,1.6%,77.9%,77.9%
3006625.36176019,83.8200000780635,18681.3993586524,23243.5998934607,0,0.190089436567297,339.038871772687,461.863949980888,87.6757125854492,4.00715208053589,60.1153715655505,61.8923693868066,9.2265085774119,4,1.6%,1.6%,77.8%,77.8%
3006625.40214593,83.8600000781007,18692.9430754459,23259.3109939774,0,0.189920546438944,339.253333403547,462.106118977341,87.6809158325195,4.00607204437256,60.0847597127441,61.8605830757941,9.22598694065185,4,1.6%,1.6%,77.8%,77.8%
3006625.46578851,83.9011817188002,18711.1444218635,23284.1112335955,0,0.189655399257106,339.592564169657,462.488993960803,87.6890106201172,4.00437021255493,60.0632855568058,61.8382824781804,9.2256214542809,4,1.6%,1.6%,77.7%,77.7%
3006625.51036371,83.9660938279703,18723.8999266634,23301.5115729716,0,0.189470425427467,339.831082382412,462.758067759341,87.6946563720703,4.00317764282227,60.0409136918937,61.8150607245976,9.2252410705726,4,1.6%,1.6%,77.7%,77.7%
3006625.55674066,84.0115625783801,18737.1774287052,23319.6418105371,0,0.189180069099761,340.208597606208,463.183724339949,87.7035522460938,4.00129842758179,60.0055836755266,61.7783857554512,9.2246411553382,4,1.6%,1.6%,77.6%,77.6%
3006625.62984613,84.0832325001247,18758.1205136699,23348.276203719,0,0.188977553163595,340.474165667418,463.482998195742,87.7097549438477,3.99998211860657,59.9807877380756,61.7526426743175,9.22422068983093,4,1.6%,1.6%,77.6%,77.6%
3006625.6810473,84.1334326951765,18772.7982689649,23368.3710559999,0,0.188767624992689,340.751410852803,463.795295147002,87.716194152832,3.99861264228821,59.9416274346161,61.7120043938192,9.22355760580435,4,1.6%,1.6%,77.5%,77.5%
3006625.76175531,84.1856592576951,18795.9511205297,23400.1137334273,0,0.188438256152038,341.19045820523,464.289564898315,87.726318359375,3.99645400047302,59.9141394855935,61.6835347048738,9.22309286344823,4,1.6%,1.6%,77.5%,77.5%
3006625.81828851,84.2679834761657,18812.1809293818,23422.3974834395,0,0.18820862749082,341.499476033954,464.637245368988,87.7333831787109,3.99494194984436,59.8854889498635,61.6538325874891,9.22260907506837,4,1.6%,1.6%,77.5%,77.4%
3006625.87710687,84.3256446090527,18829.0773428904,23445.6249052231,0,0.187848448724581,341.989040269712,465.187720582829,87.7444839477539,3.99255871772766,59.8402224103307,61.6068955659379,9.22184597031449,4,1.6%,1.6%,77.4%,77.4%
3006625.96981683,84.4165381635539,18855.7316124697,23482.3252585216,0,0.187597467900959,342.333748146382,465.575071653596,87.7522277832031,3.99088931083679,59.8084389533294,61.5740175951426,9.22131107693446,4,1.6%,1.6%,77.3%,77.3%
3006626.03475824,84.4802051559091,18874.4185067629,23508.0981274057,0,0.187337430645903,342.693968804945,465.979639784719,87.76025390625,3.98915243148804,59.7582090209752,61.5220011500162,9.22046726839849,4,1.6%,1.6%,77.2%,77.2%
3006626.13712152,84.5464453902096,18903.9007133911,23548.8311800831,0,0.186929800582985,343.26501025491,466.62054591828,87.7728652954102,3.98641467094421,59.7229313398932,61.4853944165654,9.21987574916193,4,1.6%,1.6%,77.2%,77.2%
3006626.20882074,84.6508545698598,18924.5711133882,23577.4415525496,0,0.18664587160108,343.667355842632,467.071802971021,87.7816619873047,3.98449683189392,59.6861465752934,61.4473935471806,9.21925992181834,4,1.6%,1.6%,77.1%,77.1%
3006626.28341547,84.7239893353544,18946.0937934346,23607.276975679,0,0.186201025928312,344.305488422662,467.786986524352,87.7954635620117,3.98147416114807,59.6279949332113,61.3872387676429,9.21828837720114,4,1.6%,1.6%,77%,77%
3006626.40099359,84.8392627732828,18980.0549214812,23654.4487460247,0,0.185891284681688,344.755346466069,468.290783247096,87.8050918579102,3.97937726974487,59.5871373265396,61.344863618613,9.21760721356537,4,1.6%,1.6%,77%,77%
3006626.48099359,84.9192334762774,19003.187605286,23686.6454551665,0,0.185579810438813,345.212398692619,468.802328511814,87.8149566650391,3.97727966308594,59.5250041473741,61.2806832623999,9.21657362029187,4,1.6%,1.6%,76.9%,76.9%
3006626.60099359,84.9992334763519,19037.925614331,23735.0946959907,0,0.185115502506756,345.902539185399,469.574168216088,87.829704284668,3.97413301467896,59.4834496765834,61.2377651147294,9.21588388011517,4,1.6%,1.6%,76.8%,76.8%
3006626.68099359,85.1192334764637,19061.1104519319,23767.4971272969,0,0.184807850770036,346.365670634537,470.091740662581,87.8394927978516,3.97203540802002,59.4417894077612,61.1945439855383,9.21519359359456,4,1.6%,1.6%,76.7%,76.7%
3006626.76099359,85.1992334765382,19084.3163618973,23799.9819362591,0,0.184349158051666,347.064930560106,470.87263676514,87.8540878295898,3.96888875961304,59.3791004113169,61.1297589014912,9.21415713202532,4,1.6%,1.6%,76.7%,76.7%
3006626.88099359,85.31923347665,19119.1649981749,23848.8642370562,0,0.184045266336153,347.534140924842,471.396246909806,87.8637771606445,3.9667911529541,59.3371745523563,61.0864207877848,9.21346546489091,4,1.6%,1.6%,76.6%,76.6%
3006626.96099359,85.3992334767245,19142.424110555,23881.5560638276,0,0.183742860526244,348.005781506837,471.922273932469,87.873420715332,3.96469330787659,59.2740859733669,61.020963711458,9.21242691670673,4,1.6%,1.6%,76.5%,76.5%
3006627.08099359,85.479233476799,19177.3531090542,23930.7493646939,0,0.183291935343486,348.717806431378,472.715861181457,87.887825012207,3.96154689788818,59.231893673965,60.9772977948695,9.21173384807288,4,1.6%,1.6%,76.4%,76.4%
3006627.16099359,85.5992334769107,19200.6661670861,23963.6491869251,0,0.182993118529182,349.195527484601,473.247938816632,87.8973770141602,3.95944905281067,59.1895939025248,60.9335128992615,9.21104021302129,4,1.6%,1.6%,76.4%,76.3%
3006627.24099359,85.6792334769852,19224.0010097332,23996.6322316438,0,0.182547606471141,349.916666018048,474.050597368743,87.9116287231445,3.95630264282227,59.1259432665657,60.8676417076405,9.20999869121152,4,1.6%,1.6%,76.3%,76.3%
3006627.36099359,85.799233477097,19259.0443773504,24046.2638812537,0,0.182252382867536,350.400464077625,474.588731474152,87.9210891723633,3.95420479774475,59.0833750098167,60.8234985929771,9.2093036257198,4,1.6%,1.6%,76.2%,76.2%
3006627.44099359,85.8792334771715,19282.4341960722,24079.456599411,0,0.181958624511758,350.886694280724,475.129287501633,87.9305038452148,3.95210719108582,59.0193202415971,60.7570944620397,9.20825994285559,4,1.6%,1.6%,76.1%,76.1%
3006627.56099359,85.959233477246,19317.5605756374,24129.4029588291,0,0.181520581836725,351.620599355443,475.944677180643,87.9445648193359,3.94896054267883,58.9764819100769,60.7125721636065,9.20756342646602,4,1.6%,1.6%,76%,76%
3006627.64099359,86.0792334773578,19341.0060996638,24162.805928065,0,0.181230340605921,352.112913292023,476.491309467597,87.9538879394531,3.9468629360199,58.933535235345,60.6679249853795,9.20686632402535,4,1.6%,1.6%,76%,75.9%
