UT,TIME,ALTITUDE,APOAPSIS,PERIAPSIS,INCLINATION,S VELOCITY,O VELOCITY,THRUST,MASS,IDEAL PITCH,PITCH,GRAVITY,STAGE,S1 FUEL,S1 OX,S2 FUEL,S2 OX
3006770.22294685,228.681186730973,73647.7967156105,99833.8302406701,0,0.114969845482972,1888.30698259725,2082.72621021539,90,2.94263696670532,0,7.99371750279157,7.78212937221515,3,97.8%,97.8%,45.9%,45.9%
3006770.28294685,228.741186731029,73664.7204131463,99833.8255353158,0,0.114969845354698,1888.26082546952,2082.68405146172,90,2.94263696670532,0,7.99223855421546,7.78186871935206,3,97.8%,97.8%,45.9%,45.9%
3006770.32294685,228.781186731067,73675.9999557794,99833.8224031838,0,0.114969845338359,1888.21467847301,2082.64190213481,90,2.94263696670532,0,7.98999386287537,7.78147786587903,3,97.8%,97.8%,45.9%,45.9%
3006770.38294685,228.821186731104,73692.9148859166,99833.8177027698,0,0.114969845221321,1888.14547666936,2082.57869551344,90,2.94263696670532,0,7.98852291059794,7.78121738076818,3,97.8%,97.8%,45.9%,45.9%
3006770.42294685,228.88118673116,73704.1885832205,99833.8145491134,0,0.114969845107742,1888.09935448288,2082.53656923401,90,2.94263696670532,0,7.98703090059148,7.78095696274817,3,97.8%,97.8%,45.9%,45.9%
3006770.46294685,228.921186731197,73715.4599423008,99833.8114145071,0,0.11496984495705,1888.03019016737,2082.4733974567,90,2.94263696670532,0,7.98479257038468,7.78056646149364,3,97.8%,97.8%,45.9%,45.9%
3006770.52294685,228.981186731253,73732.3625964515,99833.8067014542,0,0.114969844896609,1887.98409302925,2082.43129446234,90,2.94263696670532,0,7.98329699127517,7.78030621116513,3,97.8%,97.8%,45.9%,45.9%
3006770.56294685,229.02118673129,73743.6281093964,99833.8035771621,0,0.114969844869477,1887.93800607792,2082.38920094951,90,2.94263696670532,0,7.98106470481054,7.7799159614181,3,97.8%,97.8%,45.9%,45.9%
3006770.62294685,229.061186731327,73760.521993916,99833.7988654976,0,0.114969844742277,1887.8688941768,2082.32607788312,90,2.94263696670532,0,7.97958472587186,7.77965587874135,3,97.8%,97.8%,45.9%,45.9%
3006770.66294685,229.121186731383,73771.7816602672,99833.7957314529,0,0.114969844623664,1887.82283210109,2082.2840074815,90,2.94263696670532,0,7.97808331279377,7.77939586311001,3,97.8%,97.8%,45.9%,45.9%
3006770.70294685,229.16118673142,73783.0389877197,99833.7925813782,0,0.114969844535315,1887.75375777519,2082.2209193439,90,2.94263696670532,0,7.97586302072827,7.77900596536576,3,97.8%,97.8%,45.9%,45.9%
3006770.76294685,229.221186731476,73799.9205934493,99833.7878850512,0,0.114969844407056,1887.70772061336,2082.17887209158,90,2.94263696670532,0,7.9743677158805,7.77874611732401,3,97.8%,97.8%,45.9%,45.9%
3006770.80294685,229.261186731514,73811.1720734759,99833.7847507575,0,0.114969844358062,1887.66169358081,2082.13683426303,90,2.94263696670532,0,7.97212829157084,7.77835647092953,3,97.8%,97.8%,45.9%,45.9%
3006770.86294685,229.301186731551,73828.0449076081,99833.7800413686,0,0.114969844226896,1887.59267168942,2082.07379485338,90,2.94263696670532,0,7.97064228977393,7.77809679043519,3,97.8%,97.8%,45.9%,45.9%
3006770.90294685,229.361186731607,73839.2905396724,99833.7769182771,0,0.114969844195225,1887.54666967627,2082.03178027801,90,2.94263696670532,0,7.96914111002408,7.77783717694572,3,97.8%,97.8%,45.9%,45.9%
3006770.94294685,229.401186731644,73850.5338322821,99833.7737750919,0,0.114969844062602,1887.4776853222,2081.96877575668,90,2.94263696670532,0,7.96690346998567,7.77744788233671,3,97.8%,97.8%,45.9%,45.9%
3006771.00294685,229.4611867317,73867.3943847052,99833.7690789974,0,0.114969843976446,1887.43170822345,2081.92678433006,90,2.94263696670532,0,7.9654175600059,7.7771884363347,3,97.8%,97.8%,45.9%,45.9%
3006771.04294685,229.501186731737,73878.6318285341,99833.765934621,0,0.114969843833761,1887.38574107246,2081.88480214457,90,2.94263696670532,0,7.96318368835763,7.77679939292111,3,97.8%,97.8%,45.9%,45.9%
3006771.10294685,229.541186731774,73895.4836072872,99833.7612371597,0,0.114969843786247,1887.31680923092,2081.82184642592,90,2.94263696670532,0,7.96169981674949,7.77654011436325,3,97.8%,97.8%,45.9%,45.9%
3006771.14294685,229.60118673183,73906.7152017835,99833.7581179615,0,0.114969843708129,1887.27086724577,2081.77988763886,90,2.94263696670532,0,7.9601998500283,7.77628090276814,3,97.8%,97.8%,45.9%,45.9%
3006771.18294685,229.641186731867,73917.9444563033,99833.754975256,0,0.114969843597485,1887.20197291736,2081.71696678276,90,2.94263696670532,0,7.95796273362123,7.77589221092246,3,97.8%,97.8%,45.9%,45.9%
3006771.24294685,229.701186731923,73934.7839506015,99833.7502810875,0,0.114969843535901,1887.15605579299,2081.67503108903,90,2.94263696670532,0,7.95647245246201,7.77563316671054,3,97.8%,97.8%,45.9%,45.9%
3006771.28294685,229.741186731961,73946.0073549215,99833.7471474968,0,0.114969843458396,1887.11014872134,2081.63310474103,90,2.94263696670532,0,7.95424169375366,7.77524472590766,3,97.8%,97.8%,45.9%,45.9%
3006771.34294685,229.781186731998,73962.8380734718,99833.7424442391,0,0.114969843280972,1887.04130682372,2081.57023260249,90,2.94263696670532,0,7.95274654525437,7.77498584903706,3,97.8%,97.8%,45.9%,45.9%
3006771.38294685,229.841186732054,73974.0556271224,99833.7393246354,0,0.114969843243526,1886.9954248236,2081.5283295571,90,2.94263696670532,0,7.95125208282916,7.77472703908924,3,97.8%,97.8%,45.9%,45.9%
3006771.42294685,229.881186732091,73985.2708402508,99833.7361877247,0,0.114969843145407,1886.92662045388,2081.46549229348,90,2.94263696670532,0,7.94901379863286,7.77433894963716,3,97.8%,97.8%,45.9%,45.9%
3006771.48294685,229.941186732147,74002.089271486,99833.7314855232,0,0.11496984302502,1886.88076332044,2081.42361234583,90,2.94263696670532,0,7.9475260037796,7.77408030696882,3,97.8%,97.8%,45.9%,45.9%
3006771.52294685,229.981186732184,74013.2986330985,99833.7283605401,0,0.114969843003509,1886.83491631119,2081.38174181478,90,2.94263696670532,0,7.94527532063526,7.77369246840379,3,97.8%,97.8%,45.9%,45.9%
3006771.58294685,230.021186732221,74030.1082866021,99833.723650232,0,0.11496984280809,1886.76616434258,2081.318953236,90,2.94263696670532,0,7.94377504715141,7.77343399297308,3,97.8%,97.8%,45.9%,45.9%
3006771.62294685,230.081186732277,74041.3117961388,99833.7205481512,0,0.114969842794631,1886.72034249385,2081.27710609519,90,2.94263696670532,0,7.94229963834981,7.77317558442579,3,97.8%,97.8%,45.9%,45.9%
3006771.66294685,230.121186732315,74052.5129646945,99833.7174097451,0,0.114969842630524,1886.65162808198,2081.21435241742,90,2.94263696670532,0,7.9400502798059,7.77278809699459,3,97.8%,97.8%,45.9%,45.9%
3006771.72294685,230.18118673237,74069.3103279792,99833.7127133784,0,0.114969842593739,1886.60583100804,2081.17252828135,90,2.94263696670532,0,7.93855477567574,7.77252985562369,3,97.8%,97.8%,45.9%,45.9%
3006771.76294685,230.221186732408,74080.5056436725,99833.7095830693,0,0.114969842489867,1886.56004389351,2081.13071339545,90,2.94263696670532,0,7.93631479165443,7.77214261892534,3,97.8%,97.8%,45.9%,45.9%
3006771.82294685,230.261186732445,74097.2942272004,99833.7048879833,0,0.114969842349494,1886.49138207224,2081.06800858967,90,2.94263696670532,0,7.93482296327286,7.77188454468901,3,97.8%,97.8%,45.9%,45.9%
3006771.86294685,230.321186732501,74108.4836894643,99833.7017729941,0,0.114969842334948,1886.4456201064,2081.02621708122,90,2.94263696670532,0,7.93332827026826,7.7716265372935,3,97.8%,97.8%,45.9%,45.9%
3006771.90294685,230.361186732538,74119.6708101656,99833.6986443199,0,0.114969842163605,1886.37699577394,2080.96354710661,90,2.94263696670532,0,7.93109352212618,7.77123965151498,3,97.8%,97.8%,45.9%,45.9%
3006771.96294685,230.421186732594,74136.4471006856,99833.693950505,0,0.114969842136722,1886.33125873372,2080.92177875187,90,2.94263696670532,0,7.92959106017389,7.7709818111928,3,97.8%,97.8%,45.9%,45.9%
3006772.00294685,230.461186732631,74147.6283671855,99833.6908125216,0,0.114969842006897,1886.28553161498,2080.88001960985,90,2.94263696670532,0,7.92734394901491,7.77059517599256,3,97.8%,97.8%,45.9%,45.9%
3006772.06294685,230.501186732668,74164.3958758883,99833.686130022,0,0.114969841890142,1886.21695983389,2080.81739846362,90,2.94263696670532,0,7.92584268315366,7.77033750270343,3,97.8%,97.8%,45.9%,45.9%
3006772.10294685,230.561186732724,74175.5712875967,99833.6830087777,0,0.114969841847368,1886.17125780112,2080.77566263405,90,2.94263696670532,0,7.92434532744184,7.77007989621431,3,97.8%,97.8%,45.9%,45.9%
3006772.14294685,230.601186732762,74186.7443572137,99833.679893101,0,0.114969841716196,1886.10272346224,2080.71307627006,90,2.94263696670532,0,7.92211107747779,7.76969361171663,3,97.8%,97.8%,45.9%,45.9%
3006772.20294685,230.661186732817,74203.4995701226,99833.6751965946,0,0.114969841627468,1886.05704644289,2080.6713636807,90,2.94263696670532,0,7.92061702032083,7.76943617219891,3,97.8%,97.8%,45.9%,45.9%
3006772.24294685,230.701186732855,74214.6667841988,99833.6720667948,0,0.114969841531907,1886.01137936071,2080.62966031877,90,2.94263696670532,0,7.91837424839999,7.76905013812631,3,97.8%,97.8%,45.9%,45.9%
3006772.30294685,230.741186732892,74231.4132133151,99833.6673765961,0,0.114969841396477,1885.94289752503,2080.56712273274,90,2.94263696670532,0,7.91687494171545,7.76879286553738,3,97.8%,97.8%,45.9%,45.9%
3006772.34294685,230.801186732948,74242.574571262,99833.6642663517,0,0.114969841389314,1885.89725558831,2080.52544274162,90,2.94263696670532,0,7.91537543137571,7.76853565970802,3,97.8%,97.8%,45.9%,45.9%
3006772.38294685,230.841186732985,74253.733586572,99833.6611402228,0,0.114969841277095,1885.82881132077,2080.4629400613,90,2.94263696670532,0,7.913123821331,7.76814997612456,3,97.8%,97.8%,45.9%,45.9%
3006772.44294685,230.901186733041,74270.4677170261,99833.6564562743,0,0.114969841144393,1885.7831942279,2080.42128313917,90,2.94263696670532,0,7.91163182458043,7.76789293716292,3,97.8%,97.8%,45.9%,45.9%
3006772.48294685,230.941186733078,74281.6208754844,99833.6533227765,0,0.114969841044627,1885.73758712154,2080.37963549341,90,2.94263696670532,0,7.90938439781523,7.76750750384931,3,97.8%,97.8%,45.9%,45.9%
3006772.54294685,230.981186733115,74298.3462201087,99833.6486472257,0,0.114969840944327,1885.66919542552,2080.31718165648,90,2.94263696670532,0,7.90788203833009,7.76725063171553,3,97.8%,97.8%,45.9%,45.9%
3006772.58294685,231.041186733171,74309.4935210886,99833.6455329419,0,0.114969840922024,1885.62361342293,2080.27555733794,90,2.94263696670532,0,7.90638199657973,7.76699382629982,3,97.8%,97.8%,45.9%,45.9%
3006772.62294685,231.081186733209,74320.6384788729,99833.6424080344,0,0.114969840769127,1885.55525913799,2080.21313824771,90,2.94263696670532,0,7.90414741019003,7.76660874326086,3,97.8%,97.8%,45.9%,45.9%
3006772.68294685,231.141186733264,74337.35152203,99833.637725756,0,0.114969840709957,1885.5097021312,2080.17153714893,90,2.94263696670532,0,7.90264510264481,7.76635210461119,3,97.8%,97.8%,45.9%,45.9%
3006772.72294685,231.181186733302,74348.4906215862,99833.6346081685,0,0.11496984063022,1885.46415513576,2080.12994535052,90,2.94263696670532,0,7.90039609526724,7.76596727169027,3,97.8%,97.8%,45.9%,45.9%
3006772.78294685,231.221186733339,74365.1948768555,99833.6299172458,0,0.114969840486978,1885.39585330321,2080.06757498087,90,2.94263696670532,0,7.89889359006789,7.76571079976664,3,97.8%,97.8%,45.9%,45.9%
3006772.82294685,231.281186733395,74376.3281176493,99833.6268054429,0,0.114969840414254,1885.35033132855,2080.02600642553,90,2.94263696670532,0,7.89739769892127,7.76545439451929,3,97.8%,97.8%,45.9%,45.9%
3006772.86294685,231.321186733432,74387.4590147655,99833.6236866961,0,0.114969840280738,1885.28206710409,2079.96367099742,90,2.94263696670532,0,7.8951529723073,7.76506991165508,3,97.8%,97.8%,45.9%,45.9%
3006772.92294685,231.381186733488,74404.1509657361,99833.6190088213,0,0.114969840250361,1885.23657012465,2079.92212565967,90,2.94263696670532,0,7.89365351932348,7.76481367307394,3,97.8%,97.8%,45.9%,45.9%
3006772.96294685,231.421186733525,74415.2760032311,99833.615877819,0,0.11496984009694,1885.19108302805,2079.88058949332,90,2.94263696670532,0,7.89140200592549,7.76442944017456,3,97.8%,97.8%,45.9%,45.9%
3006773.02294685,231.461186733563,74431.9591644383,99833.6112068662,0,0.114969840053495,1885.12287135116,2079.81830287771,90,2.94263696670532,0,7.88990070143441,7.76417336821576,3,97.8%,97.8%,45.9%,45.9%
3006773.06294685,231.521186733618,74443.0783417809,99833.6080860146,0,0.114969839923363,1885.07740932458,2079.77679000228,90,2.94263696670532,0,7.88839578858008,7.76391736289307,3,97.8%,97.8%,45.9%,45.9%
3006773.10294685,231.561186733656,74454.1951749471,99833.6049759649,0,0.114969839793334,1885.00923510287,2079.71453817287,90,2.94263696670532,0,7.88615916904885,7.76353347983771,3,97.8%,97.8%,45.9%,45.9%
3006773.16294685,231.621186733712,74470.86602907,99833.6002974382,0,0.114969839786253,1884.96379815891,2079.67304860073,90,2.94263696670532,0,7.88464644912467,7.76327764107707,3,97.8%,97.8%,45.9%,45.9%
3006773.20294685,231.661186733749,74481.9770013205,99833.5971694578,0,0.11496983965329,1884.91837110388,2079.63156820563,90,2.94263696670532,0,7.88238904679403,7.76289400783316,3,97.8%,97.8%,45.9%,45.9%
3006773.26294685,231.701186733786,74498.6390636554,99833.592493115,0,0.114969839517646,1884.85024937003,2079.56936512612,90,2.94263696670532,0,7.88090880979554,7.76263833559303,3,97.8%,97.8%,45.9%,45.9%
3006773.30294685,231.761186733842,74509.7441743603,99833.5893785985,0,0.114969839458532,1884.80484742383,2079.52790805937,90,2.94263696670532,0,7.87939107351106,7.76238272995001,3,97.8%,97.8%,45.9%,45.9%
3006773.34294685,231.801186733879,74520.8469403903,99833.5862632632,0,0.114969839326524,1884.73676323829,2079.46573985735,90,2.94263696670532,0,7.87714557006075,7.7619994463358,3,97.8%,97.8%,45.9%,45.9%
3006773.40294685,231.861186733935,74537.4966928113,99833.5815903521,0,0.114969839308356,1884.69138630241,2079.42430601992,90,2.94263696670532,0,7.87565013958479,7.76174400715295,3,97.8%,97.8%,45.9%,45.9%
3006773.44294685,231.901186733972,74548.5935965657,99833.5784745379,0,0.114969839161141,1884.64601931072,2079.38288141367,90,2.94263696670532,0,7.87339319173958,7.7613609731997,3,97.8%,97.8%,45.9%,45.9%
3006773.50294685,231.94118673401,74565.2345551588,99833.573797498,0,0.114969839101826,1884.57798762963,2079.32076197526,90,2.94263696670532,0,7.87188657512539,7.76110570043505,3,97.8%,97.8%,45.9%,45.9%
3006773.54294685,232.001186734065,74576.3255961348,99833.5706831755,0,0.114969838980544,1884.53264566275,2079.27936061203,90,2.94263696670532,0,7.87038438565251,7.76085049422503,3,97.8%,97.8%,45.9%,45.9%
3006773.58294685,232.041186734103,74587.4142918296,99833.5675777207,0,0.11496983884185,1884.46465150759,2079.21727602584,90,2.94263696670532,0,7.86812919476448,7.76046780968767,3,97.8%,97.8%,45.9%,45.9%
3006773.64294685,232.101186734159,74604.0429377197,99833.5628988642,0,0.114969838865051,1884.41933456135,2079.17589790095,90,2.94263696670532,0,7.86662899783971,7.76021276983754,3,97.8%,97.8%,45.9%,45.9%
3006773.68294685,232.141186734196,74615.125769848,99833.5597823792,0,0.114969838741081,1884.37402760086,2079.13452904864,90,2.94263696670532,0,7.86437252104041,7.75983033480621,3,97.8%,97.8%,45.9%,45.9%
3006773.74294685,232.181186734233,74631.7456200053,99833.5551095939,0,0.114969838581956,1884.30608593823,2079.07249321093,90,2.94263696670532,0,7.86287000974983,7.75957546127224,3,97.8%,97.8%,45.9%,45.9%
3006773.78294685,232.241186734289,74642.8225879564,99833.552010281,0,0.114969838536797,1884.26080411484,2079.03114771219,90,2.94263696670532,0,7.861363040306,7.75932065425379,3,97.8%,97.8%,45.9%,45.9%
3006773.82294685,232.281186734326,74653.8972100735,99833.5488920442,0,0.114969838404423,1884.19289989125,2078.96914663803,90,2.94263696670532,0,7.85909985870168,7.75893856842679,3,97.8%,97.8%,45.9%,45.9%
3006773.88294685,232.341186734382,74670.5047447489,99833.5442226197,0,0.114969838379461,1884.14764302094,2078.92782430851,90,2.94263696670532,0,7.8575978244822,7.75868392766545,3,97.8%,97.8%,45.9%,45.9%
3006773.92294685,232.381186734419,74681.5735019975,99833.5411021858,0,0.114969838260269,1884.10239605538,2078.88651117018,90,2.94263696670532,0,7.85534559012098,7.75830209119205,3,97.8%,97.8%,45.9%,45.9%
3006773.98294685,232.421186734457,74698.1722389057,99833.5364333382,0,0.114969838150157,1884.03454442214,2078.82455893886,90,2.94263696670532,0,7.85383407162107,7.75804761664612,3,97.8%,97.8%,45.9%,45.9%
3006774.02294685,232.481186734512,74709.2351306842,99833.5333178511,0,0.114969838026139,1883.98932248546,2078.78326904438,90,2.94263696670532,0,7.85233167433729,7.75779320857491,3,97.8%,97.8%,45.9%,45.9%
3006774.06294685,232.52118673455,74720.2956761754,99833.5302138324,0,0.114969837899725,1883.92150835731,2078.72135164059,90,2.94263696670532,0,7.85007397492335,7.7574117210921,3,97.8%,97.8%,45.9%,45.9%
3006774.12294685,232.581186734606,74736.8820947589,99833.5255496356,0,0.114969837898451,1883.87631158433,2078.68008512433,90,2.94263696670532,0,7.84855998361148,7.75715747917656,3,97.8%,97.8%,45.9%,45.9%
3006774.16294685,232.621186734643,74747.9367740286,99833.522436982,0,0.114969837815278,1883.83112464433,2078.63882772635,90,2.94263696670532,0,7.84630518457624,7.75677624089613,3,97.8%,97.8%,45.9%,45.9%
3006774.22294685,232.66118673468,74764.5143928824,99833.5177676261,0,0.114969837677111,1883.76336305837,2078.57695911452,90,2.94263696670532,0,7.84480118202211,7.7565221650941,3,97.8%,97.8%,45.9%,45.9%
3006774.26294685,232.721186734736,74775.5632053333,99833.5146611568,0,0.114969837567949,1883.71820120809,2078.53572502023,90,2.94263696670532,0,7.84328808799205,7.75626815572649,3,97.8%,97.8%,45.9%,45.9%
3006774.30294685,232.761186734773,74786.6096709265,99833.5115656699,0,0.114969837481248,1883.65047716193,2078.47389126789,90,2.94263696670532,0,7.84102448797319,7.75588726622382,3,97.8%,97.8%,45.9%,45.9%
3006774.36294685,232.821186734829,74803.1749687674,99833.506894204,0,0.114969837451484,1883.60534034032,2078.43268041545,90,2.94263696670532,0,7.83951920932172,7.75563342291023,3,97.8%,97.8%,45.9%,45.9%
3006774.40294685,232.861186734866,74814.2155668042,99833.5037756698,0,0.114969837310678,1883.56021339274,2078.39147872197,90,2.94263696670532,0,7.83726113789069,7.75525278245784,3,97.8%,97.8%,45.9%,45.9%
3006774.46294685,232.901186734904,74830.7720629636,99833.4991157071,0,0.114969837211949,1883.492541882,2078.32969375164,90,2.94263696670532,0,7.83575396746666,7.75499910515662,3,97.8%,97.8%,45.9%,45.9%
3006774.50294685,232.961186734959,74841.8067929281,99833.496003572,0,0.114969837073411,1883.44743999321,2078.2885153291,90,2.94263696670532,0,7.83423356887447,7.75474549424959,3,97.8%,97.8%,45.9%,45.9%
3006774.54294685,233.001186734997,74852.8391754605,99833.4929097191,0,0.11496983697365,1883.37980600948,2078.22676520367,90,2.94263696670532,0,7.83197676780782,7.75436520236231,3,97.8%,97.8%,45.9%,45.9%
3006774.60294685,233.061186735053,74869.3833478232,99833.4882351496,0,0.114969836892181,1883.33472913739,2078.18561000929,90,2.94263696670532,0,7.83046673289589,7.75411175740824,3,97.8%,97.8%,45.9%,45.9%
3006774.64294685,233.10118673509,74880.4098614719,99833.4851323931,0,0.114969836876598,1883.28966235389,2078.14446418821,90,2.94263696670532,0,7.82819216335126,7.75373171442108,3,97.8%,97.8%,45.9%,45.9%
3006774.70294685,233.141186735127,74896.9452300592,99833.4804775028,0,0.114969836833427,1883.22208092118,2078.08276285722,90,2.94263696670532,0,7.82669168793598,7.75347843537993,3,97.8%,97.8%,45.9%,45.9%
3006774.74294685,233.201186735183,74907.9658743275,99833.4773616305,0,0.1149698366837,1883.1770390224,2078.04164013149,90,2.94263696670532,0,7.82518380949287,7.75322522269213,3,97.8%,97.8%,45.9%,45.9%
3006774.78294685,233.24118673522,74918.9841706791,99833.4742621297,0,0.11496983657401,1883.10949510183,2077.97997362829,90,2.94263696670532,0,7.82291523464872,7.75284552805653,3,97.8%,97.8%,45.9%,45.9%
3006774.84294685,233.301186735276,74935.5072127557,99833.4696081056,0,0.114969836568801,1883.06447835812,2077.9388742677,90,2.94263696670532,0,7.82140337533068,7.7525924812205,3,97.8%,97.8%,45.9%,45.9%
3006774.88294685,233.341186735313,74946.5196389514,99833.466499461,0,0.114969836473247,1883.01947152179,2077.89778409828,90,2.94263696670532,0,7.81913984539983,7.75221303533303,3,97.8%,97.8%,45.9%,45.9%
3006774.94294685,233.381186735351,74963.033875267,99833.4618311458,0,0.114969836333296,1882.95198001165,2077.83616624589,90,2.94263696670532,0,7.81761561951726,7.75196015430908,3,97.8%,97.8%,45.9%,45.9%
3006774.98294685,233.441186735407,74974.0404308027,99833.4587258648,0,0.11496983618561,1882.90699823637,2077.79509934702,90,2.94263696670532,0,7.81610248616333,7.75170733959569,3,97.8%,97.8%,45.9%,45.9%
3006775.02294685,233.481186735444,74985.0446378115,99833.4556287875,0,0.114969836129571,1882.83954432974,2077.73351641101,90,2.94263696670532,0,7.81383775807957,7.7513282418506,3,97.8%,97.8%,45.9%,45.9%
3006775.08294685,233.5411867355,75001.5465447698,99833.4509730977,0,0.114969836063691,1882.79458758464,2077.69247275073,90,2.94263696670532,0,7.81232701816471,7.7510755928914,3,97.8%,97.8%,45.9%,45.9%
3006775.12294685,233.581186735537,75012.5448803344,99833.4478689003,0,0.114969836004183,1882.74964079272,2077.65143832673,90,2.94263696670532,0,7.81006638501984,7.75069674374113,3,97.8%,97.8%,45.9%,45.9%
3006775.18294685,233.621186735574,75029.0379797247,99833.443214301,0,0.114969835921208,1882.68223939544,2077.58990413745,90,2.94263696670532,0,7.80854327897305,7.75044426049129,3,97.8%,97.8%,45.9%,45.9%
3006775.22294685,233.68118673563,75040.0304432865,99833.4401136356,0,0.114969835796233,1882.63731764257,2077.54889296025,90,2.94263696670532,0,7.80703221900245,7.75019184351274,3,97.8%,97.8%,45.9%,45.9%
3006775.26294685,233.721186735667,75051.0205578175,99833.4370112286,0,0.114969835670395,1882.56995375685,2077.48739359417,90,2.94263696670532,0,7.80476276739684,7.74981334229318,3,97.8%,97.8%,45.9%,45.9%
3006775.32294685,233.781186735723,75067.5013251381,99833.4323470055,0,0.114969835589621,1882.52505697306,2077.44640559329,90,2.94263696670532,0,7.80325656891193,7.74956109096689,3,97.8%,97.8%,45.9%,45.9%
3006775.36294685,233.82118673576,75078.4855668606,99833.4292558478,0,0.114969835582786,1882.48017032633,2077.40542701218,90,2.94263696670532,0,7.80097988873759,7.74918283819301,3,97.8%,97.8%,45.9%,45.9%
3006775.42294685,233.861186735798,75094.9575245404,99833.4246021116,0,0.114969835443671,1882.41285895172,2077.34397639066,90,2.94263696670532,0,7.79946376239353,7.74893075247759,3,97.8%,97.8%,45.9%,45.9%
3006775.46294685,233.921186735854,75105.9358929499,99833.4215048486,0,0.114969835318589,1882.36799728723,2077.30302099833,90,2.94263696670532,0,7.79795800575907,7.74867873299335,3,97.8%,97.8%,45.9%,45.9%
3006775.50294685,233.961186735891,75116.9119119181,99833.4183997881,0,0.114969835185329,1882.30072342889,2077.24160520214,90,2.94263696670532,0,7.79568308984214,7.74830082793645,3,97.8%,97.8%,45.9%,45.9%
3006775.56294685,234.021186735947,75133.3715348463,99833.4137590876,0,0.114969835129801,1882.25588676479,2077.20067301528,90,2.94263696670532,0,7.79415437279795,7.7480489740026,3,97.8%,97.8%,45.9%,45.9%
3006775.60294685,234.061186735984,75144.3416796409,99833.4106487496,0,0.114969835073557,1882.21106001099,2077.15975002153,90,2.94263696670532,0,7.79188697539117,7.74767131724151,3,97.8%,97.8%,45.9%,45.9%
3006775.66294685,234.101186736021,75160.7924909851,99833.4059997335,0,0.114969834966394,1882.14383874344,2077.09838304736,90,2.94263696670532,0,7.7903754133381,7.74741962881834,3,97.8%,97.8%,45.9%,45.9%
3006775.70294685,234.161186736077,75171.7567611657,99833.4029081658,0,0.114969834838961,1882.09903711529,2077.05748338359,90,2.94263696670532,0,7.78885845233565,7.74716800658609,3,97.8%,97.8%,45.9%,45.9%
3006775.74294685,234.201186736114,75182.7186813006,99833.3998045194,0,0.114969834723761,1882.03185334292,2076.9961512112,90,2.94263696670532,0,7.7865822280465,7.74679069733274,3,97.8%,97.8%,45.9%,45.9%
3006775.80294685,234.26118673617,75199.157155097,99833.3951598193,0,0.114969834650102,1881.98707669062,2076.95527472776,90,2.94263696670532,0,7.78505856046068,7.74653924055229,3,97.8%,97.8%,45.9%,45.9%
3006775.84294685,234.301186736207,75210.1131998495,99833.3920549273,0,0.114969834618049,1881.94231000356,2076.91440749119,90,2.94263696670532,0,7.78279229977009,7.74616217944392,3,97.8%,97.8%,45.9%,45.9%
3006775.90294685,234.341186736245,75226.5428601024,99833.3874146332,0,0.114969834537906,1881.87517880794,2076.85312412322,90,2.94263696670532,0,7.78126756518259,7.74591088807224,3,97.8%,97.8%,45.9%,45.9%
3006775.94294685,234.401186736301,75237.4930289234,99833.3843078028,0,0.11496983434378,1881.830437081,2076.81228004981,90,2.94263696670532,0,7.77975343604369,7.74565966285141,3,97.8%,97.8%,45.9%,45.9%
3006775.98294685,234.441186736338,75248.4408472272,99833.3812170069,0,0.114969834203819,1881.76334337162,2076.75103147285,90,2.94263696670532,0,7.77748057804786,7.74528294903996,3,97.8%,97.8%,45.9%,45.9%
3006776.04294685,234.501186736394,75264.8581672237,99833.3765706619,0,0.114969834183125,1881.71862680663,2076.71021076422,90,2.94263696670532,0,7.77596291741789,7.7450318891698,3,97.8%,97.8%,45.9%,45.9%
3006776.08294685,234.541186736431,75275.80010882,99833.3734778296,0,0.114969834139426,1881.673920186,2076.66939928046,90,2.94263696670532,0,7.77367448556724,7.74465542335224,3,97.8%,97.8%,45.9%,45.9%
3006776.14294685,234.581186736468,75292.2086133513,99833.3688394506,0,0.114969834065223,1881.60687908468,2076.60819953654,90,2.94263696670532,0,7.77215576008881,7.74440452879156,3,97.8%,97.8%,45.9%,45.9%
3006776.18294685,234.641186736524,75303.1446776737,99833.3657373908,0,0.114969833888953,1881.56219742895,2076.56741121986,90,2.94263696670532,0,7.77064615783907,7.74415370034227,3,97.8%,97.8%,45.9%,45.9%
3006776.22294685,234.681186736561,75314.0783909801,99833.3626511701,0,0.114969833772366,1881.49519378809,2076.50624623813,90,2.94263696670532,0,7.76836437129897,7.74377758161178,3,97.8%,97.8%,45.9%,45.9%
3006776.28294685,234.741186736617,75330.4745525577,99833.3580037261,0,0.114969833709747,1881.45053720255,2076.46548119297,90,2.94263696670532,0,7.7668482938368,7.74352691841214,3,97.8%,97.8%,45.9%,45.9%
3006776.32294685,234.781186736654,75341.4023878572,99833.354913644,0,0.114969833709822,1881.40589065852,2076.4247254695,90,2.94263696670532,0,7.76455925959688,7.74315104752691,3,97.8%,97.8%,45.9%,45.9%
3006776.38294685,234.821186736692,75357.7897319807,99833.3502677873,0,0.114969833597263,1881.33893953456,2076.36360922704,90,2.94263696670532,0,7.76303673559478,7.74290054953648,3,97.8%,97.8%,45.9%,45.9%
3006776.42294685,234.881186736748,75368.7116887424,99833.3471751447,0,0.114969833435913,1881.29431798722,2076.32287670073,90,2.94263696670532,0,7.76150756755014,7.74265011761761,3,97.8%,97.8%,45.9%,45.9%
